"0","C","108","10-14 YEARS","343","5107"
"0","C","108","15-19 YEARS","313","4289"
"0","C","108","5-9 YEARS","581","4844"
"0","A","109","20-29 YEARS","921","65134"
"0","A","109","30-39 YEARS","864","67810"
"0","A","109","40-49 YEARS","1002","77998"
"0","A","109","50-59 YEARS","798","64890"
"0","C","109","10-14 YEARS","4132","36457"
"0","C","109","15-19 YEARS","2220","35871"
"0","C","109","5-9 YEARS","6682","35291"
"0","A","110","20-29 YEARS","574","27281"
"0","A","110","30-39 YEARS","465","33958"
"0","A","110","40-49 YEARS","516","37030"
"0","A","110","50-59 YEARS","484","34198"
"0","C","110","10-14 YEARS","1452","16788"
"0","C","110","15-19 YEARS","1092","12389"
"0","C","110","5-9 YEARS","2250","13604"
"0","A","111","20-29 YEARS","464","26511"
"0","A","111","30-39 YEARS","416","41083"
"0","A","111","40-49 YEARS","236","30565"
