"ID","ILI","popstat"
"7437C",174,38710
"7440A",316,466101
"7440C",1383,170616
"7441A",473,667115
"7441C",2108,252884
"7442A",293,313930
"7442C",808,112987
"7443A",174,153992
"7443C",61,55966
"7444A",113,192193
"7444C",101,66828
"7445A",21,94246
"7445C",18,34559
"7446A",168,241485
"7446C",168,93479
"7448A",153,184363
"7448C",334,70043
"7450A",460,324756
"7450C",1122,120045
"7451A",217,187118
"7451C",812,70686
"7452A",438,428705
"7452C",784,160500
"7453A",267,266307
"7453C",236,98686
"7454A",256,263211
"7454C",105,97039
"7456A",93,191757
"7456C",150,66974
"7458A",300,198049
"7458C",641,78536
"7460A",88,270946
"7460C",283,107932
"7461A",83,283534
"7461C",376,108659
"7462A",93,481271
"7462C",364,185778
"7463A",266,354874
"7463C",479,134665
"7464A",69,77023
"7464C",67,34805
"7465A",31,252434
"7465C",45,108349
"7467A",163,177549
"7467C",331,74588
"7468A",255,159144
"7468C",334,65630
"7469A",78,165307
"7469C",165,65452
"7470A",53,63538
"7470C",100,24921
"7471A",229,156028
"7471C",317,56770
"7472A",163,110312
"7472C",274,43211
"7473A",52,169652
"7473C",88,64999
"7474A",18,143864
"7474C",40,49041
"7475A",85,85171
"7475C",132,33550
"7476A",55,69824
"7476C",99,26297
"7478A",35,100124
"7478C",93,36617
"7479A",84,162161
"7479C",267,60053
"7480A",1265,643968
"7480C",2008,222636
"7481A",703,881970
"7481C",951,322885
"7482A",380,576444
"7482C",567,265319
"7483A",625,545209
"7483C",1134,202355
"7484A",488,261246
"7484C",622,97489
"7485A",203,111866
"7485C",162,48757
"7486A",375,220884
"7486C",847,85125
"7487A",162,112511
"7487C",264,40472
"7488A",465,360103
"7488C",618,131143
"7489A",247,90745
"7489C",285,32681
"7490A",922,411558
"7490C",2414,156863
"7491A",117,59664
"7491C",158,21773
"7492A",188,198910
"7492C",240,74795
"7493A",462,174208
"7493C",755,73166
"7494A",371,307880
"7494C",528,125623
"7495A",626,225949
"7495C",788,88977
"7496A",533,145373
"7496C",570,51219
"7498A",232,100579
"7498C",305,33111
"7499A",7,43202
"7499C",17,14869
"7500A",55,125542
"7500C",161,40678
"7501A",42,90048
"7501C",97,32420
"7502A",57,118917
"7502C",128,40141
"7506A",43,89964
"7506C",48,31015
"7510A",269,45062
"7510C",756,17368
"7511A",73,46400
"7511C",499,18408
"7512A",157,22241
"7512C",401,8990
"7513A",155,24883
"7513C",348,8504
"7514A",73,24347
"7514C",148,9259
"7515A",172,80764
"7515C",177,28824
"7520A",24,75007
"7520C",49,27709
"7523A",42,79553
"7523C",149,28284
"7524A",59,73725
"7524C",266,25835
"7526A",46,57724
"7526C",46,20123
"7530A",404,348524
"7530C",787,124585
"7531A",470,380670
"7531C",1158,133628
"7535A",78,291665
"7535C",128,106472
"7540A",60,83740
"7540C",143,29029
"7541A",165,136603
"7541C",170,50433
"7542A",90,70752
"7542C",68,24107
"7543A",106,102454
"7543C",118,35636
"7544A",30,212458
"7544C",37,77022
"7548A",97,98975
"7548C",134,33652
"7549A",70,263583
"7549C",54,90983
"7550A",74,374264
"7550C",77,139732
"7551A",86,415785
"7551C",84,154526
"7553A",188,544325
"7553C",320,202589
"7554A",274,578381
"7554C",293,182522
"7561A",82,45164
"7561C",336,17191
"7570A",219,92226
"7570C",431,33149
"7572A",57,35930
"7572C",105,14068
"7600A",720,908428
"7600C",2234,360105
"7601A",542,795898
"7601C",1669,303768
"7604A",584,798847
"7604C",972,314227
"7605A",406,545435
"7605C",1081,213873
"7606A",683,1587128
"7606C",711,591332
"7610A",104,167624
"7610C",208,63307
"7612A",39,114493
"7612C",409,41855
"7613A",65,79346
"7613C",93,29549
"7615A",105,107523
"7615C",270,38169
"7620A",19,167484
"7620C",21,60151
"7622A",59,250610
"7622C",77,93005
"7624A",52,79582
"7624C",131,29156
"7625A",126,95848
"7625C",121,36350
"7626A",16,87682
"7626C",17,31839
"7628A",51,113431
"7628C",88,40437
"7640A",257,322938
"7640C",591,121962
"7641A",244,304909
"7641C",148,104781
"7650A",9,79737
"7650C",12,28313
"7660A",159,273213
"7660C",226,95919
"7661A",34,81105
"7661C",10,32584
"7662A",79,207902
"7662C",95,70784
"7667A",24,62229
"7667C",72,22849
"7670A",56,93335
"7670C",100,38434
"7680A",282,101089
"7680C",812,39684
"7681A",595,317799
"7681C",544,116901
"7683A",43,42514
"7683C",88,16014
"7684A",37,36662
"7684C",120,14010
"7685A",148,149481
"7685C",483,48420
"7686A",54,36828
"7686C",162,15301
"7687A",58,67410
"7687C",145,27677
"7688A",179,84653
"7688C",466,33400
"7689A",93,38802
"7689C",358,14675
"7700A",167,313140
"7700C",282,115308
"7703A",37,151856
"7703C",124,58347
"7704A",154,234199
"7704C",600,87414
"7705A",613,335197
"7705C",949,133576
"7706A",124,137964
"7706C",116,52428
"7707A",222,216135
"7707C",146,78475
"7708A",270,209485
"7708C",66,78921
"7710A",206,95126
"7710C",267,36386
"7711A",528,159507
"7711C",321,61805
"7712A",166,176304
"7712C",793,70773
"7713A",114,107534
"7713C",535,41459
"7714A",66,101954
"7714C",348,40420
"7717A",26,58766
"7717C",192,22664
"7718A",47,68261
"7718C",491,26632
"7725A",50,52762
"7725C",188,18328
"7730A",1094,354012
"7730C",2125,124179
"7731A",867,342811
"7731C",1348,120388
"7734A",136,46315
"7734C",231,16954
"7735A",145,106948
"7735C",479,44112
"7737A",65,56333
"7737C",144,19066
"7738A",38,16337
"7738C",73,5456
"7740A",201,305927
"7740C",984,113809
"7741A",122,222794
"7741C",768,78040
"7743A",44,66019
"7743C",74,25174
"7744A",194,116116
"7744C",285,43554
"7745A",88,47416
"7745C",189,16715
"7748A",189,103325
"7748C",459,37931
"7750A",2194,1113409
"7750C",4713,426781
"7751A",571,382533
"7751C",992,157319
"7752A",702,743728
"7752C",1498,272010
"7754A",152,171448
"7754C",345,66719
"7755A",108,68314
"7755C",511,24963
"7756A",188,171157
"7756C",238,67431
"7757A",613,170042
"7757C",1281,68575
"7758A",175,71811
"7758C",151,21170
"7759A",50,130622
"7759C",233,52966
"7760A",2174,630448
"7760C",3389,238898
"7761A",1404,488265
"7761C",1942,194862
"7762A",809,206598
"7762C",1242,77058
"7763A",61,88433
"7763C",101,37654
"7764A",167,71195
"7764C",288,27782
"7765A",220,236231
"7765C",646,93843
"7766A",96,82998
"7766C",183,33888
"7767A",105,88573
"7767C",188,38145
"7770A",590,1598148
"7770C",2470,622743
"7773A",374,533558
"7773C",1618,209702
"7774A",460,488649
"7774C",1428,199787
"7775A",320,605412
"7775C",701,241215
"7776A",136,146011
"7776C",236,57901
"7778A",306,150368
"7778C",265,55145
"7779A",140,84728
"7779C",164,35420
"7780A",87,254058
"7780C",233,119906
"7781A",99,190509
"7781C",243,71029
"7782A",423,797323
"7782C",1657,332320
"7783A",124,124532
"7783C",17,56032
"7784A",123,154972
"7784C",41,63497
"7785A",445,586231
"7785C",2013,309420
"7786A",246,417200
"7786C",654,159498
"7787A",278,532312
"7787C",749,165426
"7789A",28,34461
"7789C",50,13817
"7790A",158,108705
"7790C",211,49909
"7791A",230,117789
"7791C",280,46843
"7797A",95,186301
"7797C",380,81031
"7799A",161,356019
"7799C",626,168441
"7800A",1330,434301
"7800C",1988,164412
"7801A",2003,360245
"7801C",2458,137573
"7802A",1589,545877
"7802C",1490,180059
"7803A",120,74951
"7803C",134,19402
"7804A",391,124617
"7804C",423,36191
"7805A",773,264957
"7805C",467,94148
"7806A",407,132582
"7806C",286,51878
"7808A",105,59821
"7808C",192,23603
"7809A",682,275807
"7809C",1014,105867
"7810A",207,119604
"7810C",302,46812
"7811A",77,38299
"7811C",75,15335
"7820A",221,67714
"7820C",229,22120
"7836A",51,218280
"7836C",110,89522
"7837A",10,143315
"7837C",29,47583
"7838A",133,134984
"7838C",99,48400
"7840A",905,604712
"7840C",1032,284209
"7841A",357,324807
"7841C",305,114294
"7850A",620,781362
"7850C",1345,316891
"7852A",789,947594
"7852C",1010,368833
"7853A",555,554326
"7853C",851,241575
"7856A",173,127256
"7856C",343,56344
"7857A",264,479882
"7857C",715,181960
"7880A",105,133677
"7880C",281,57621
"7890A",223,311216
"7890C",273,125695
"7891A",742,716932
"7891C",764,265511
"7900A",1308,1440955
"7900C",1615,565482
"7902A",1320,712625
"7902C",1784,299181
"7903A",33,77657
"7903C",94,37386
"7905A",344,99415
"7905C",459,35388
"7906A",442,394500
"7906C",690,176350
"7907A",567,342637
"7907C",962,145631
"7908A",294,271658
"7908C",328,115919
"7910A",283,158968
"7910C",813,59517
"7911A",211,100241
"7911C",389,34681
"7912A",215,122305
"7912C",448,39705
"7913A",1151,741057
"7913C",2549,301105
"7914A",195,183216
"7914C",301,69745
"7915A",71,63729
"7915C",100,20097
"7917A",1237,1125778
"7917C",2133,483297
"7918A",55,50663
"7918C",85,16522
"7919A",215,282358
"7919C",161,118303
"7920A",553,659269
"7920C",1158,266980
"7921A",668,752261
"7921C",504,261103
"7922A",171,397731
"7922C",429,166103
"7923A",435,579023
"7923C",510,280532
"7924A",51,124651
"7924C",69,65888
"7925A",831,681400
"7925C",1366,307965
"7926A",1771,733110
"7926C",1773,262277
"7927A",390,275737
"7927C",975,123581
"7928A",1135,664593
"7928C",2469,274373
"7930A",610,367970
"7930C",1244,154862
"7931A",92,105413
"7931C",49,35061
"7932A",476,405701
"7932C",644,186456
"7933A",235,263601
"7933C",263,124914
"7934A",333,257280
"7934C",365,98375
"7935A",147,263164
"7935C",153,127360
"7936A",563,302698
"7936C",991,141808
"7937A",768,286625
"7937C",1119,136771
"7939A",273,213607
"7939C",340,87328
"7940A",502,449337
"7940C",1094,144544
"7941A",586,493296
"7941C",666,93394
"7944A",85,70481
"7944C",335,21786
"7945A",1361,1233701
"7945C",3232,472305
"7946A",149,238350
"7946C",501,85036
"7948A",71,94511
"7948C",102,38335
"7949A",402,210551
"7949C",547,67405
"7950A",689,450447
"7950C",654,162776
"7951A",913,550728
"7951C",1135,203634
"7952A",373,271997
"7952C",542,120997
"7953A",1034,551570
"7953C",1567,247505
"7954A",240,274841
"7954C",166,98212
"7955A",144,94542
"7955C",110,30443
"7956A",771,639092
"7956C",1228,235983
"7957A",203,143448
"7957C",400,58976
"7958A",457,456145
"7958C",931,187163
"7959A",496,275465
"7959C",566,105598
"7960A",226,161676
"7960C",161,60887
"7967A",75,487847
"7967C",58,186900
"7970A",481,420695
"7970C",469,154025
"7971A",197,174171
"7971C",147,65759
"7972A",495,476156
"7972C",358,147043
"7973A",443,319262
"7973C",497,116782
"7974A",183,297551
"7974C",191,97614
"7975A",122,146449
"7975C",359,52253
"7977A",530,114206
"7977C",422,39327
"7978A",39,76529
"7978C",23,29494
"7980A",1527,732528
"7980C",1180,250931
"7981A",1114,518349
"7981C",792,122900
"7982A",275,480615
"7982C",272,172796
"7983A",343,387063
"7983C",409,141696
"7984A",285,226438
"7984C",503,81219
"7985A",203,249383
"7985C",259,84989
"7986A",567,313546
"7986C",1083,117417
"7988A",79,108806
"7988C",56,45431
"7990A",31,76118
"7990C",46,28122
"7991A",47,62734
"7991C",49,21828
"7992A",80,182485
"7992C",63,64341
"7993A",75,175841
"7993C",58,72357
"7997A",218,69738
"7997C",212,30741
"7999A",21,11661
"7999C",25,4554
"8010A",583,260855
"8010C",953,88282
"8013A",81,48941
"8013C",82,14565
"8014A",385,119435
"8014C",288,43614
"8015A",280,210534
"8015C",967,75673
"8016A",136,103564
"8016C",829,36742
"8018A",1123,384396
"8018C",1719,146111
"8019A",190,264153
"8019C",768,90719
"8021A",676,743097
"8021C",698,208392
"8024A",515,220332
"8024C",418,70007
"8030A",430,221148
"8030C",560,81283
"8034A",62,47551
"8034C",13,16200
"8037A",46,42675
"8037C",123,13986
"8038A",726,181709
"8038C",1033,59297
"8042A",218,98944
"8042C",133,32692
"8057A",73,46735
"8057C",18,15356
"8060A",532,372821
"8060C",336,126656
"8062A",78,97225
"8062C",76,34808
"8063A",101,146445
"8063C",94,49496
"8064A",929,397430
"8064C",683,139068
"8065A",431,156884
"8065C",233,57272
"8066A",586,121827
"8066C",184,49199
"8067A",212,183195
"8067C",98,65512
"8068A",549,248104
"8068C",1468,99460
"8070A",4361,916048
"8070C",4717,309125
"8071A",815,225055
"8071C",788,87007
"8073A",461,142855
"8073C",578,47784
"8074A",872,250689
"8074C",1087,96892
"8075A",227,111689
"8075C",507,45821
"8076A",621,271455
"8076C",1148,94777
"8077A",507,336803
"8077C",1327,125098
"8078A",1179,208886
"8078C",1448,75761
"8079A",673,136862
"8079C",1332,53042
"8080A",1148,661086
"8080C",626,230251
"8081A",71,86663
"8081C",29,36630
"8083A",173,137382
"8083C",79,46743
"8085A",497,177733
"8085C",560,65778
"8086A",155,156158
"8086C",125,53173
"8087A",553,216326
"8087C",1540,77526
"8088A",3508,502286
"8088C",2415,175447
"8100A",1842,966220
"8100C",1368,212534
"8103A",556,272182
"8103C",1117,97541
"8104A",1355,737138
"8104C",825,323197
"8105A",2002,350408
"8105C",4024,138221
"8107A",372,122624
"8107C",217,45355
"8109A",594,281884
"8109C",2486,119011
"8110A",443,124514
"8110C",828,45930
"8112A",3591,1372905
"8112C",3902,530625
"8113A",1582,665870
"8113C",2277,197371
"8114A",1079,420694
"8114C",813,150436
"8115A",1452,378339
"8115C",1611,144146
"8117A",2837,841002
"8117C",4216,325098
"8118A",156,38245
"8118C",225,13929
"8119A",301,132846
"8119C",513,48641
"8120A",461,183101
"8120C",376,62702
"8121A",174,154397
"8121C",132,51749
"8123A",525,86634
"8123C",371,31169
"8125A",924,256169
"8125C",1703,91127
"8130A",1274,214734
"8130C",581,76984
"8131A",236,100902
"8131C",120,35897
"8132A",959,120233
"8132C",362,46433
"8150A",769,235777
"8150C",691,81085
"8151A",659,191745
"8151C",362,68394
"8152A",864,368144
"8152C",555,123526
"8153A",116,100591
"8153C",128,32924
"8154A",272,82855
"8154C",515,26592
"8155A",159,49106
"8155C",151,15198
"8156A",615,167228
"8156C",517,53191
"8157A",45,62108
"8157C",88,20216
"8160A",154,107414
"8160C",57,38234
"8161A",141,116983
"8161C",154,42218
"8162A",111,46618
"8162C",47,16286
"8163A",140,79409
"8163C",61,28430
"8164A",129,72040
"8164C",66,27065
"8165A",341,98396
"8165C",143,37119
"8170A",416,327467
"8170C",371,111272
"8172A",140,107407
"8172C",79,38309
"8173A",314,192021
"8173C",325,64724
"8175A",1415,165621
"8175C",860,67410
"8176A",706,82656
"8176C",522,30354
"8178A",26,127001
"8178C",4,41396
"8180A",443,294494
"8180C",446,100961
"8183A",111,106105
"8183C",109,37283
"8186A",38,89745
"8186C",121,29902
"8187A",51,73845
"8187C",132,23535
"8189A",361,199547
"8189C",131,74238
"8190A",1657,601640
"8190C",761,221548
"8191A",1402,767254
"8191C",393,308651
"8193A",282,237438
"8193C",130,91825
"8194A",668,274387
"8194C",371,97200
"8195A",456,124217
"8195C",255,44118
"8196A",455,107461
"8196C",377,41184
"8197A",455,175732
"8197C",332,68128
"8198A",174,116544
"8198C",118,41152
"8199A",240,181009
"8199C",525,64671
"8200A",464,345830
"8200C",613,100943
"8201A",736,464648
"8201C",1104,172328
"8206A",842,192405
"8206C",1227,69880
"8207A",1700,548730
"8207C",1985,204182
"8208A",757,361629
"8208C",1629,131645
"8209A",368,167119
"8209C",819,56247
"8210A",1495,401342
"8210C",1962,142756
"8211A",1165,254371
"8211C",1781,91851
"8212A",1536,662222
"8212C",1447,241571
"8214A",239,48497
"8214C",434,16268
"8215A",632,55286
"8215C",654,17932
"8216A",171,90382
"8216C",207,30368
"8217A",1934,268075
"8217C",2388,94528
"8218A",182,93913
"8218C",211,31120
"8220A",338,255857
"8220C",791,87216
"8221A",314,239907
"8221C",417,88805
"8223A",512,184592
"8223C",218,53642
"8224A",624,118209
"8224C",927,42646
"8225A",433,107307
"8225C",539,38210
"8226A",278,98765
"8226C",555,33169
"8227A",64,46061
"8227C",39,15197
"8228A",238,88573
"8228C",366,30869
"8229A",983,137157
"8229C",485,44491
"8230A",408,121037
"8230C",573,41452
"8231A",804,197947
"8231C",1277,68439
"8232A",1357,289500
"8232C",1174,99453
"8233A",342,146380
"8233C",154,54135
"8234A",696,322265
"8234C",330,119196
"8236A",620,219855
"8236C",1254,83780
"8238A",1120,191178
"8238C",693,64674
"8239A",437,56659
"8239C",412,18617
"8240A",431,192422
"8240C",188,64195
"8241A",346,123522
"8241C",119,39447
"8242A",718,106801
"8242C",727,33354
"8243A",248,82487
"8243C",278,25937
"8244A",172,75401
"8244C",550,24640
"8245A",871,195264
"8245C",674,69552
"8246A",423,39378
"8246C",885,11704
"8249A",226,27490
"8249C",153,9006
"8253A",122,61723
"8253C",83,19708
"8254A",520,99849
"8254C",407,33990
"8255A",252,77266
"8255C",252,26403
"8261A",97,69345
"8261C",62,23624
"8262A",43,44637
"8262C",90,14869
"8263A",243,47006
"8263C",566,15595
"8264A",201,30989
"8264C",271,10107
"8265A",425,93631
"8265C",297,31365
"8267A",188,28039
"8267C",172,9999
"8270A",347,155984
"8270C",293,55969
"8271A",124,131625
"8271C",24,48363
"8272A",1359,312756
"8272C",2088,113767
"8273A",862,199266
"8273C",1426,72107
"8275A",3959,558523
"8275C",4758,205329
"8276A",2026,284879
"8276C",1895,91342
"8277A",313,140245
"8277C",67,48481
"8278A",1591,282857
"8278C",892,106581
"8279A",515,107917
"8279C",263,37216
"8280A",1726,353072
"8280C",1347,129474
"8281A",1120,313559
"8281C",673,114448
"8282A",902,432118
"8282C",473,152545
"8283A",1924,425246
"8283C",2733,177314
"8284A",1319,240600
"8284C",888,79944
"8285A",595,246335
"8285C",1274,91461
"8286A",1481,343863
"8286C",1716,118740
"8287A",1477,268380
"8287C",2336,90684
"8288A",242,61232
"8288C",312,18572
"8290A",2334,217156
"8290C",2727,81444
"8291A",1692,193651
"8291C",2316,75495
"8292A",1314,180176
"8292C",1042,66860
"8293A",2402,207103
"8293C",2169,76098
"8294A",3127,379838
"8294C",3074,142255
"8295A",2494,330445
"8295C",3765,115377
"8296A",5524,505699
"8296C",4624,184284
"8297A",2213,178589
"8297C",1349,65583
"8298A",469,117174
"8298C",994,42558
"8299A",430,96672
"8299C",608,38788
"8300A",5412,1295550
"8300C",8024,481695
"8301A",3857,664224
"8301C",4134,253501
"8302A",2348,563430
"8302C",2874,219423
"8303A",1902,595640
"8303C",955,188373
"8304A",823,120586
"8304C",654,47600
"8305A",1015,334235
"8305C",1344,122465
"8306A",937,217142
"8306C",889,77670
"8307A",1644,196688
"8307C",1545,73929
"8308A",236,95607
"8308C",384,39690
"8309A",244,104522
"8309C",376,42291
"8310A",1462,284343
"8310C",1654,105771
"8312A",374,88631
"8312C",687,37530
"8313A",92,110095
"8313C",144,46394
"8314A",94,119746
"8314C",263,47283
"8315A",665,171368
"8315C",897,66494
"8316A",555,97695
"8316C",281,38423
"8317A",1152,204596
"8317C",2022,85332
"8318A",86,42799
"8318C",118,15967
"8320A",607,325481
"8320C",747,103336
"8321A",272,279104
"8321C",354,85954
"8322A",1043,506120
"8322C",1234,190500
"8324A",310,186077
"8324C",569,60373
"8325A",506,346597
"8325C",339,126885
"8326A",257,201218
"8326C",75,65968
"8327A",1340,510373
"8327C",1829,176751
"8328A",1022,491724
"8328C",977,171091
"8329A",635,315399
"8329C",761,102893
"8330A",1139,866328
"8330C",6476,325487
"8331A",1287,1010487
"8331C",5463,352332
"8333A",632,441393
"8333C",3147,152423
"8334A",1324,701946
"8334C",4943,242723
"8335A",602,353625
"8335C",366,131646
"8336A",741,413729
"8336C",429,143883
"8337A",661,380318
"8337C",1526,116439
"8338A",532,346952
"8338C",1263,130229
"8339A",413,352651
"8339C",581,116003
"8341A",332,181061
"8341C",247,59911
"8342A",391,357076
"8342C",591,113282
"8344A",186,197741
"8344C",808,64712
"8346A",506,325585
"8346C",603,104934
"8347A",580,314145
"8347C",599,111539
"8349A",343,217573
"8349C",598,74249
"8350A",527,234884
"8350C",257,84417
"8351A",442,177181
"8351C",240,63407
"8354A",1223,115810
"8354C",773,42440
"8355A",1235,84095
"8355C",979,29223
"8356A",331,198826
"8356C",694,70472
"8359A",562,148272
"8359C",656,53922
"8360A",133,155500
"8360C",161,58267
"8361A",81,114783
"8361C",23,46741
"8362A",61,96168
"8362C",46,34705
"8365A",449,185486
"8365C",546,69423
"8366A",272,150654
"8366C",126,61547
"8367A",140,60701
"8367C",109,27126
"8368A",396,130583
"8368C",196,48808
"8370A",3321,476169
"8370C",4243,170272
"8371A",2883,329356
"8371C",3129,115825
"8372A",1554,230287
"8372C",1139,79729
"8373A",1403,300817
"8373C",1026,105201
"8374A",316,100196
"8374C",107,34268
"8376A",1236,221934
"8376C",949,69981
"8377A",878,185952
"8377C",679,60639
"8378A",1635,277497
"8378C",1213,92482
"8379A",852,215541
"8379C",799,72082
"8380A",1606,217357
"8380C",1967,81449
"8381A",1990,410953
"8381C",1852,170539
"8383A",773,152278
"8383C",499,55848
"8384A",417,96855
"8384C",502,34253
"8385A",680,119491
"8385C",668,40457
"8386A",1631,214621
"8386C",1184,85170
"8388A",1888,136290
"8388C",1940,52563
"8390A",142,149004
"8390C",63,60067
"8395A",391,189563
"8395C",345,77292
"8400A",1491,140130
"8400C",2499,48976
"8401A",536,81042
"8401C",844,30139
"8402A",3754,382837
"8402C",4988,137318
"8403A",1066,185618
"8403C",1464,65835
"8404A",856,103956
"8404C",1164,36024
"8407A",141,58886
"8407C",1206,21231
"8409A",132,40790
"8409C",255,14230
"8410A",3906,269157
"8410C",2506,99754
"8411A",773,75455
"8411C",638,25427
"8412A",122,28195
"8412C",89,9588
"8420A",711,119606
"8420C",513,39828
"8421A",1507,114417
"8421C",1920,40298
"8422A",349,77134
"8422C",336,32523
"8425A",788,40582
"8425C",1183,13833
"8427A",575,94486
"8427C",959,34019
"8430A",1283,422670
"8430C",1283,155222
"8431A",750,223208
"8431C",586,80768
"8432A",1051,419379
"8432C",618,148322
"8433A",533,99689
"8433C",359,35410
"8434A",235,93267
"8434C",208,33013
"8435A",495,158449
"8435C",495,59164
"8436A",630,188991
"8436C",548,74223
"8437A",271,104696
"8437C",310,37806
"8440A",888,468535
"8440C",1133,169801
"8441A",1088,650942
"8441C",1711,250125
"8442A",959,312858
"8442C",780,112230
"8443A",328,153215
"8443C",83,56053
"8444A",379,190083
"8444C",247,65451
"8445A",120,92665
"8445C",40,34064
"8446A",722,241633
"8446C",288,92463
"8448A",624,183487
"8448C",624,69033
"8450A",1758,327502
"8450C",1514,121217
"8451A",522,189380
"8451C",954,70854
"8452A",1864,437709
"8452C",935,166359
"8453A",608,266092
"8453C",645,98120
"8454A",814,256982
"8454C",787,95660
"8456A",358,191546
"8456C",326,66438
"8458A",1072,197130
"8458C",802,77450
"8460A",842,280169
"8460C",862,107080
"8461A",357,293836
"8461C",524,107566
"8462A",660,482721
"8462C",624,183287
"8463A",763,359316
"8463C",592,131744
"8464A",199,77150
"8464C",82,34062
"8465A",645,256879
"8465C",629,106283
"8467A",585,179529
"8467C",341,72164
"8468A",953,161975
"8468C",419,64630
"8469A",181,165438
"8469C",93,62877
"8470A",347,64640
"8470C",299,24027
"8471A",1971,158928
"8471C",1658,55126
"8472A",305,111525
"8472C",229,42115
"8473A",325,168512
"8473C",174,63032
"8474A",28,143758
"8474C",33,48815
"8475A",248,85925
"8475C",192,32354
"8476A",151,70571
"8476C",156,25281
"8478A",247,100630
"8478C",137,35453
"8479A",396,162961
"8479C",393,60131
"8480A",2033,643746
"8480C",1918,219228
"8481A",1480,874797
"8481C",1633,318102
"8482A",813,566997
"8482C",705,257724
"8483A",1214,542730
"8483C",1477,200177
"8484A",1001,260319
"8484C",536,94287
"8485A",365,111449
"8485C",126,47543
"8486A",725,218726
"8486C",680,82268
"8487A",195,111560
"8487C",154,38910
"8488A",914,358917
"8488C",657,129520
"8489A",239,89204
"8489C",178,32761
"8490A",2808,409834
"8490C",2213,153209
"8491A",101,59613
"8491C",57,21235
"8492A",672,199238
"8492C",473,72571
"8493A",1204,176354
"8493C",965,72378
"8494A",1043,309777
"8494C",586,122894
"8495A",1615,225758
"8495C",980,87699
"8496A",1253,145852
"8496C",630,49340
"8498A",678,99846
"8498C",445,32212
"8499A",49,43179
"8499C",48,14350
"8500A",92,122437
"8500C",180,43640
"8501A",104,89745
"8501C",86,34482
"8502A",152,119049
"8502C",157,42487
"8506A",96,88407
"8506C",61,32703
"8510A",672,44020
"8510C",729,17944
"8511A",312,45210
"8511C",480,19583
"8512A",161,21870
"8512C",182,9334
"8513A",404,24278
"8513C",344,8786
"8514A",161,23687
"8514C",93,9527
"8515A",345,79465
"8515C",170,30143
"8520A",102,73949
"8520C",53,28690
"8523A",107,79200
"8523C",176,29961
"8524A",64,73285
"8524C",195,27122
"8526A",129,55870
"8526C",49,20656
"8530A",1377,348624
"8530C",1205,123405
"8531A",1030,377872
"8531C",1492,133650
"8535A",181,293822
"8535C",98,107161
"8540A",219,84850
"8540C",141,29171
"8541A",366,137216
"8541C",287,50286
"8542A",107,70784
"8542C",102,23780
"8543A",296,101467
"8543C",134,35525
"8544A",37,211960
"8544C",9,76482
"8548A",222,98382
"8548C",169,33358
"8549A",353,264273
"8549C",195,91385
"8550A",261,379688
"8550C",202,141570
"8551A",295,409694
"8551C",158,156621
"8553A",337,548971
"8553C",163,206522
"8554A",710,572726
"8554C",292,187087
"8561A",315,44245
"8561C",400,17331
"8570A",272,92238
"8570C",216,34146
"8572A",237,35535
"8572C",155,14045
"8600A",2015,919804
"8600C",3256,359421
"8601A",1303,800470
"8601C",2024,305057
"8604A",1478,807097
"8604C",1200,311789
"8605A",953,566362
"8605C",1569,219087
"8606A",1593,1580494
"8606C",1065,591392
"8610A",252,172417
"8610C",229,62175
"8612A",130,115212
"8612C",476,40847
"8613A",98,80323
"8613C",81,28867
"8615A",611,109550
"8615C",462,37786
"8620A",213,169045
"8620C",80,59126
"8622A",266,254547
"8622C",100,91529
"8624A",210,80190
"8624C",214,28271
"8625A",485,95866
"8625C",163,35227
"8626A",57,87728
"8626C",42,31014
"8628A",176,114184
"8628C",126,39190
"8640A",798,322089
"8640C",957,124070
"8641A",522,304641
"8641C",116,107427
"8650A",28,80449
"8650C",20,28648
"8660A",438,274640
"8660C",218,100343
"8661A",85,79715
"8661C",13,33513
"8662A",203,207980
"8662C",41,72159
"8667A",79,61435
"8667C",130,23031
"8670A",125,91982
"8670C",100,38071
"8680A",771,98950
"8680C",704,39494
"8681A",1186,318276
"8681C",407,121981
"8683A",161,42358
"8683C",102,16258
"8684A",165,37032
"8684C",118,14217
"8685A",562,146820
"8685C",390,50163
"8686A",176,36608
"8686C",124,15461
"8687A",284,66062
"8687C",194,27563
"8688A",1037,84142
"8688C",718,34190
"8689A",284,38098
"8689C",221,14638
"8700A",902,315933
"8700C",513,119351
"8703A",146,149448
"8703C",343,57956
"8704A",695,233183
"8704C",1283,87579
"8705A",2043,336497
"8705C",2163,135345
"8706A",434,137017
"8706C",305,53293
"8707A",517,217393
"8707C",340,80263
"8708A",463,203201
"8708C",315,79855
"8710A",325,94398
"8710C",183,36580
"8711A",772,158913
"8711C",417,63150
"8712A",392,173876
"8712C",557,71856
"8713A",284,106852
"8713C",842,41794
"8714A",255,100997
"8714C",662,41361
"8717A",114,57997
"8717C",353,22420
"8718A",243,67243
"8718C",402,26456
"8725A",247,53141
"8725C",247,18398
"8730A",4262,353188
"8730C",2906,128068
"8731A",3759,340778
"8731C",1612,126233
"8734A",770,45976
"8734C",267,17564
"8735A",649,101036
"8735C",527,45054
"8737A",312,55325
"8737C",178,19556
"8738A",53,16114
"8738C",24,5734
"8740A",291,312252
"8740C",833,119289
"8741A",240,218860
"8741C",635,80617
"8743A",65,65967
"8743C",65,25727
"8744A",527,115034
"8744C",279,44276
